lat,lon,dataset
36.75,-92.25,era
36.75,-91.5,era
36.75,-90.75,era
36.75,-90,era
36.75,-89.25,era
36.75,-88.5,era
36.75,-87.75,era
36.75,-87,era
36.75,-86.25,era
36.75,-85.5,era
36.75,-84.75,era
36.75,-84,era
36.75,-83.25,era
36.75,-82.5,era
36.75,-81.75,era
36.75,-81,era
36.75,-80.25,era
36.75,-79.5,era
36.75,-78.75,era
36.75,-78,era
36.75,-77.25,era
36.75,-76.5,era
36.75,-75.75,era
36.75,-75,era
36.75,-74.25,era
36.75,-73.5,era
36.75,-72.75,era
36.75,-72,era
36.75,-71.25,era
36.75,-70.5,era
36.75,-69.75,era
36.75,-69,era
36.75,-68.25,era
36.75,-67.5,era
36.75,-66.75,era
36.75,-66,era
36.75,-65.25,era
36.75,-64.5,era
36.75,-63.75,era
36.75,-63,era
36.75,-62.25,era
36.75,-61.5,era
36.75,-60.75,era
36.75,-60,era
36.75,-59.25,era
36.75,-58.5,era
37.5,-136.5,era
37.5,-135.75,era
37.5,-135,era
37.5,-134.25,era
37.5,-133.5,era
37.5,-132.75,era
37.5,-132,era
37.5,-131.25,era
37.5,-130.5,era
37.5,-129.75,era
37.5,-129,era
37.5,-128.25,era
37.5,-127.5,era
37.5,-126.75,era
37.5,-126,era
37.5,-125.25,era
37.5,-124.5,era
37.5,-123.75,era
37.5,-123,era
37.5,-122.25,era
37.5,-121.5,era
37.5,-120.75,era
37.5,-120,era
37.5,-119.25,era
37.5,-118.5,era
37.5,-117.75,era
37.5,-117,era
37.5,-116.25,era
37.5,-115.5,era
37.5,-114.75,era
37.5,-114,era
37.5,-113.25,era
37.5,-112.5,era
37.5,-111.75,era
37.5,-111,era
37.5,-110.25,era
37.5,-109.5,era
37.5,-108.75,era
37.5,-108,era
37.5,-107.25,era
37.5,-106.5,era
37.5,-105.75,era
37.5,-105,era
37.5,-104.25,era
37.5,-103.5,era
37.5,-102.75,era
37.5,-102,era
37.5,-101.25,era
37.5,-100.5,era
37.5,-99.75,era
37.5,-99,era
37.5,-98.25,era
37.5,-97.5,era
37.5,-96.75,era
37.5,-96,era
37.5,-95.25,era
37.5,-94.5,era
37.5,-93.75,era
37.5,-93,era
37.5,-92.25,era
37.5,-91.5,era
37.5,-90.75,era
37.5,-90,era
37.5,-89.25,era
37.5,-88.5,era
37.5,-87.75,era
37.5,-87,era
37.5,-86.25,era
37.5,-85.5,era
37.5,-84.75,era
37.5,-84,era
37.5,-83.25,era
37.5,-82.5,era
37.5,-81.75,era
37.5,-81,era
37.5,-80.25,era
37.5,-79.5,era
37.5,-78.75,era
37.5,-78,era
37.5,-77.25,era
37.5,-76.5,era
37.5,-75.75,era
37.5,-75,era
37.5,-74.25,era
37.5,-73.5,era
37.5,-72.75,era
37.5,-72,era
37.5,-71.25,era
37.5,-70.5,era
37.5,-69.75,era
37.5,-69,era
37.5,-68.25,era
37.5,-67.5,era
37.5,-66.75,era
37.5,-66,era
37.5,-65.25,era
37.5,-64.5,era
37.5,-63.75,era
37.5,-63,era
37.5,-62.25,era
37.5,-61.5,era
37.5,-60.75,era
37.5,-60,era
37.5,-59.25,era
37.5,-58.5,era
38.25,-136.5,era
38.25,-135.75,era
38.25,-135,era
38.25,-134.25,era
38.25,-133.5,era
38.25,-132.75,era
38.25,-132,era
38.25,-131.25,era
38.25,-130.5,era
38.25,-129.75,era
38.25,-129,era
38.25,-128.25,era
38.25,-127.5,era
38.25,-126.75,era
38.25,-126,era
38.25,-125.25,era
38.25,-124.5,era
38.25,-123.75,era
38.25,-123,era
38.25,-122.25,era
38.25,-121.5,era
38.25,-120.75,era
38.25,-120,era
38.25,-119.25,era
38.25,-118.5,era
38.25,-117.75,era
38.25,-117,era
38.25,-116.25,era
38.25,-115.5,era
38.25,-114.75,era
38.25,-114,era
38.25,-113.25,era
38.25,-112.5,era
38.25,-111.75,era
38.25,-111,era
38.25,-110.25,era
38.25,-109.5,era
38.25,-108.75,era
38.25,-108,era
38.25,-107.25,era
38.25,-106.5,era
38.25,-105.75,era
38.25,-105,era
38.25,-104.25,era
38.25,-103.5,era
38.25,-102.75,era
38.25,-102,era
38.25,-101.25,era
38.25,-100.5,era
38.25,-99.75,era
38.25,-99,era
38.25,-98.25,era
38.25,-97.5,era
38.25,-96.75,era
38.25,-96,era
38.25,-95.25,era
38.25,-94.5,era
38.25,-93.75,era
38.25,-93,era
38.25,-92.25,era
38.25,-91.5,era
38.25,-90.75,era
38.25,-90,era
38.25,-89.25,era
38.25,-88.5,era
38.25,-87.75,era
38.25,-87,era
38.25,-86.25,era
38.25,-85.5,era
38.25,-84.75,era
38.25,-84,era
38.25,-83.25,era
38.25,-82.5,era
38.25,-81.75,era
38.25,-81,era
38.25,-80.25,era
38.25,-79.5,era
38.25,-78.75,era
38.25,-78,era
38.25,-77.25,era
38.25,-76.5,era
38.25,-75.75,era
38.25,-75,era
38.25,-74.25,era
38.25,-73.5,era
38.25,-72.75,era
38.25,-72,era
38.25,-71.25,era
38.25,-70.5,era
38.25,-69.75,era
38.25,-69,era
38.25,-68.25,era
38.25,-67.5,era
38.25,-66.75,era
38.25,-66,era
38.25,-65.25,era
38.25,-64.5,era
38.25,-63.75,era
38.25,-63,era
38.25,-62.25,era
38.25,-61.5,era
38.25,-60.75,era
38.25,-60,era
38.25,-59.25,era
38.25,-58.5,era
39,-136.5,era
39,-135.75,era
39,-135,era
39,-134.25,era
39,-133.5,era
39,-132.75,era
39,-132,era
39,-131.25,era
39,-130.5,era
39,-129.75,era
39,-129,era
39,-128.25,era
39,-127.5,era
39,-126.75,era
39,-126,era
39,-125.25,era
39,-124.5,era
39,-123.75,era
39,-123,era
39,-122.25,era
39,-121.5,era
39,-120.75,era
39,-120,era
39,-119.25,era
39,-118.5,era
39,-117.75,era
39,-117,era
39,-116.25,era
39,-115.5,era
39,-114.75,era
39,-114,era
39,-113.25,era
39,-112.5,era
39,-111.75,era
39,-111,era
39,-110.25,era
39,-109.5,era
39,-108.75,era
39,-108,era
39,-107.25,era
39,-106.5,era
39,-105.75,era
39,-105,era
39,-104.25,era
39,-103.5,era
39,-102.75,era
39,-102,era
39,-101.25,era
39,-100.5,era
39,-99.75,era
39,-99,era
39,-98.25,era
39,-97.5,era
39,-96.75,era
39,-96,era
39,-95.25,era
39,-94.5,era
39,-93.75,era
39,-93,era
39,-92.25,era
39,-91.5,era
39,-90.75,era
39,-90,era
39,-89.25,era
39,-88.5,era
39,-87.75,era
39,-87,era
39,-86.25,era
39,-85.5,era
39,-84.75,era
39,-84,era
39,-83.25,era
39,-82.5,era
39,-81.75,era
39,-81,era
39,-80.25,era
39,-79.5,era
39,-78.75,era
39,-78,era
39,-77.25,era
39,-76.5,era
39,-75.75,era
39,-75,era
39,-74.25,era
39,-73.5,era
39,-72.75,era
39,-72,era
39,-71.25,era
39,-70.5,era
39,-69.75,era
39,-69,era
39,-68.25,era
39,-67.5,era
39,-66.75,era
39,-66,era
39,-65.25,era
39,-64.5,era
39,-63.75,era
39,-63,era
39,-62.25,era
39,-61.5,era
39,-60.75,era
39,-60,era
39,-59.25,era
39,-58.5,era
39.75,-136.5,era
39.75,-135.75,era
39.75,-135,era
39.75,-134.25,era
39.75,-133.5,era
39.75,-132.75,era
39.75,-132,era
39.75,-131.25,era
39.75,-130.5,era
39.75,-129.75,era
39.75,-129,era
39.75,-128.25,era
39.75,-127.5,era
39.75,-126.75,era
39.75,-126,era
39.75,-125.25,era
39.75,-124.5,era
39.75,-123.75,era
39.75,-123,era
39.75,-122.25,era
39.75,-121.5,era
39.75,-120.75,era
39.75,-120,era
39.75,-119.25,era
39.75,-118.5,era
39.75,-117.75,era
39.75,-117,era
39.75,-116.25,era
39.75,-115.5,era
39.75,-114.75,era
39.75,-114,era
39.75,-113.25,era
39.75,-112.5,era
39.75,-111.75,era
39.75,-111,era
39.75,-110.25,era
39.75,-109.5,era
39.75,-108.75,era
39.75,-108,era
39.75,-107.25,era
39.75,-106.5,era
39.75,-105.75,era
39.75,-105,era
39.75,-104.25,era
39.75,-103.5,era
39.75,-102.75,era
39.75,-102,era
39.75,-101.25,era
39.75,-100.5,era
39.75,-99.75,era
39.75,-99,era
39.75,-98.25,era
39.75,-97.5,era
39.75,-96.75,era
39.75,-96,era
39.75,-95.25,era
39.75,-94.5,era
39.75,-93.75,era
39.75,-93,era
39.75,-92.25,era
39.75,-91.5,era
39.75,-90.75,era
39.75,-90,era
39.75,-89.25,era
39.75,-88.5,era
39.75,-87.75,era
39.75,-87,era
39.75,-86.25,era
39.75,-85.5,era
39.75,-84.75,era
39.75,-84,era
39.75,-83.25,era
39.75,-82.5,era
39.75,-81.75,era
39.75,-81,era
39.75,-80.25,era
39.75,-79.5,era
39.75,-78.75,era
39.75,-78,era
39.75,-77.25,era
39.75,-76.5,era
39.75,-75.75,era
39.75,-75,era
39.75,-74.25,era
39.75,-73.5,era
39.75,-72.75,era
39.75,-72,era
39.75,-71.25,era
39.75,-70.5,era
39.75,-69.75,era
39.75,-69,era
39.75,-68.25,era
39.75,-67.5,era
39.75,-66.75,era
39.75,-66,era
39.75,-65.25,era
39.75,-64.5,era
39.75,-63.75,era
39.75,-63,era
39.75,-62.25,era
39.75,-61.5,era
39.75,-60.75,era
39.75,-60,era
39.75,-59.25,era
39.75,-58.5,era
40.5,-136.5,era
40.5,-135.75,era
40.5,-135,era
40.5,-134.25,era
40.5,-133.5,era
40.5,-132.75,era
40.5,-132,era
40.5,-131.25,era
40.5,-130.5,era
40.5,-129.75,era
40.5,-129,era
40.5,-128.25,era
40.5,-127.5,era
40.5,-126.75,era
40.5,-126,era
40.5,-125.25,era
40.5,-124.5,era
40.5,-123.75,era
40.5,-123,era
40.5,-122.25,era
40.5,-121.5,era
40.5,-120.75,era
40.5,-120,era
40.5,-119.25,era
40.5,-118.5,era
40.5,-117.75,era
40.5,-117,era
40.5,-116.25,era
40.5,-115.5,era
40.5,-114.75,era
40.5,-114,era
40.5,-113.25,era
40.5,-112.5,era
40.5,-111.75,era
40.5,-111,era
40.5,-110.25,era
40.5,-109.5,era
40.5,-108.75,era
40.5,-108,era
40.5,-107.25,era
40.5,-106.5,era
40.5,-105.75,era
40.5,-105,era
40.5,-104.25,era
40.5,-103.5,era
40.5,-102.75,era
40.5,-102,era
40.5,-101.25,era
40.5,-100.5,era
40.5,-99.75,era
40.5,-99,era
40.5,-98.25,era
40.5,-97.5,era
40.5,-96.75,era
40.5,-96,era
40.5,-95.25,era
40.5,-94.5,era
40.5,-93.75,era
40.5,-93,era
40.5,-92.25,era
40.5,-91.5,era
40.5,-90.75,era
40.5,-90,era
40.5,-89.25,era
40.5,-88.5,era
40.5,-87.75,era
40.5,-87,era
40.5,-86.25,era
40.5,-85.5,era
40.5,-84.75,era
40.5,-84,era
40.5,-83.25,era
40.5,-82.5,era
40.5,-81.75,era
40.5,-81,era
40.5,-80.25,era
40.5,-79.5,era
40.5,-78.75,era
40.5,-78,era
40.5,-77.25,era
40.5,-76.5,era
40.5,-75.75,era
40.5,-75,era
40.5,-74.25,era
40.5,-73.5,era
40.5,-72.75,era
40.5,-72,era
40.5,-71.25,era
40.5,-70.5,era
40.5,-69.75,era
40.5,-69,era
40.5,-68.25,era
40.5,-67.5,era
40.5,-66.75,era
40.5,-66,era
40.5,-65.25,era
40.5,-64.5,era
40.5,-63.75,era
40.5,-63,era
40.5,-62.25,era
40.5,-61.5,era
40.5,-60.75,era
40.5,-60,era
40.5,-59.25,era
40.5,-58.5,era
41.25,-136.5,era
41.25,-135.75,era
41.25,-135,era
41.25,-134.25,era
41.25,-133.5,era
41.25,-132.75,era
41.25,-132,era
41.25,-131.25,era
41.25,-130.5,era
41.25,-129.75,era
41.25,-129,era
41.25,-128.25,era
41.25,-127.5,era
41.25,-126.75,era
41.25,-126,era
41.25,-125.25,era
41.25,-124.5,era
41.25,-123.75,era
41.25,-123,era
41.25,-122.25,era
41.25,-121.5,era
41.25,-120.75,era
41.25,-120,era
41.25,-119.25,era
41.25,-118.5,era
41.25,-117.75,era
41.25,-117,era
41.25,-116.25,era
41.25,-115.5,era
41.25,-114.75,era
41.25,-114,era
41.25,-113.25,era
41.25,-112.5,era
41.25,-111.75,era
41.25,-111,era
41.25,-110.25,era
41.25,-109.5,era
41.25,-108.75,era
41.25,-108,era
41.25,-107.25,era
41.25,-106.5,era
41.25,-105.75,era
41.25,-105,era
41.25,-104.25,era
41.25,-103.5,era
41.25,-102.75,era
41.25,-102,era
41.25,-101.25,era
41.25,-100.5,era
41.25,-99.75,era
41.25,-99,era
41.25,-98.25,era
41.25,-97.5,era
41.25,-96.75,era
41.25,-96,era
41.25,-95.25,era
41.25,-94.5,era
41.25,-93.75,era
41.25,-93,era
41.25,-92.25,era
41.25,-91.5,era
41.25,-90.75,era
41.25,-90,era
41.25,-89.25,era
41.25,-88.5,era
41.25,-87.75,era
41.25,-87,era
41.25,-86.25,era
41.25,-85.5,era
41.25,-84.75,era
41.25,-84,era
41.25,-83.25,era
41.25,-82.5,era
41.25,-81.75,era
41.25,-81,era
41.25,-80.25,era
41.25,-79.5,era
41.25,-78.75,era
41.25,-78,era
41.25,-77.25,era
41.25,-76.5,era
41.25,-75.75,era
41.25,-75,era
41.25,-74.25,era
41.25,-73.5,era
41.25,-72.75,era
41.25,-72,era
41.25,-71.25,era
41.25,-70.5,era
41.25,-69.75,era
41.25,-69,era
41.25,-68.25,era
41.25,-67.5,era
41.25,-66.75,era
41.25,-66,era
41.25,-65.25,era
41.25,-64.5,era
41.25,-63.75,era
41.25,-63,era
41.25,-62.25,era
41.25,-61.5,era
41.25,-60.75,era
41.25,-60,era
41.25,-59.25,era
41.25,-58.5,era
42,-136.5,era
42,-135.75,era
42,-135,era
42,-134.25,era
42,-133.5,era
42,-132.75,era
42,-132,era
42,-131.25,era
42,-130.5,era
42,-129.75,era
42,-129,era
42,-128.25,era
42,-127.5,era
42,-126.75,era
42,-126,era
42,-125.25,era
42,-124.5,era
42,-123.75,era
42,-123,era
42,-122.25,era
42,-121.5,era
42,-120.75,era
42,-120,era
42,-119.25,era
42,-118.5,era
42,-117.75,era
42,-117,era
42,-116.25,era
42,-115.5,era
42,-114.75,era
42,-114,era
42,-113.25,era
42,-112.5,era
42,-111.75,era
42,-111,era
42,-110.25,era
42,-109.5,era
42,-108.75,era
42,-108,era
42,-107.25,era
42,-106.5,era
42,-105.75,era
42,-105,era
42,-104.25,era
42,-103.5,era
42,-102.75,era
42,-102,era
42,-101.25,era
42,-100.5,era
42,-99.75,era
42,-99,era
42,-98.25,era
42,-97.5,era
42,-96.75,era
42,-96,era
42,-95.25,era
42,-94.5,era
42,-93.75,era
42,-93,era
42,-92.25,era
42,-91.5,era
42,-90.75,era
42,-90,era
42,-89.25,era
42,-88.5,era
42,-87.75,era
42,-87,era
42,-86.25,era
42,-85.5,era
42,-84.75,era
42,-84,era
42,-83.25,era
42,-82.5,era
42,-81.75,era
42,-81,era
42,-80.25,era
42,-79.5,era
42,-78.75,era
42,-78,era
42,-77.25,era
42,-76.5,era
42,-75.75,era
42,-75,era
42,-74.25,era
42,-73.5,era
42,-72.75,era
42,-72,era
42,-71.25,era
42,-70.5,era
42,-69.75,era
42,-69,era
42,-68.25,era
42,-67.5,era
42,-66.75,era
42,-66,era
42,-65.25,era
42,-64.5,era
42,-63.75,era
42,-63,era
42,-62.25,era
42,-61.5,era
42,-60.75,era
42,-60,era
42,-59.25,era
42,-58.5,era
42.75,-136.5,era
42.75,-135.75,era
42.75,-135,era
42.75,-134.25,era
42.75,-133.5,era
42.75,-132.75,era
42.75,-132,era
42.75,-131.25,era
42.75,-130.5,era
42.75,-129.75,era
42.75,-129,era
42.75,-128.25,era
42.75,-127.5,era
42.75,-126.75,era
42.75,-126,era
42.75,-125.25,era
42.75,-124.5,era
42.75,-123.75,era
42.75,-123,era
42.75,-122.25,era
42.75,-121.5,era
42.75,-120.75,era
42.75,-120,era
42.75,-119.25,era
42.75,-118.5,era
42.75,-117.75,era
42.75,-117,era
42.75,-116.25,era
42.75,-115.5,era
42.75,-114.75,era
42.75,-114,era
42.75,-113.25,era
42.75,-112.5,era
42.75,-111.75,era
42.75,-111,era
42.75,-110.25,era
42.75,-109.5,era
42.75,-108.75,era
42.75,-108,era
42.75,-107.25,era
42.75,-106.5,era
42.75,-105.75,era
42.75,-105,era
42.75,-104.25,era
42.75,-103.5,era
42.75,-102.75,era
42.75,-102,era
42.75,-101.25,era
42.75,-100.5,era
42.75,-99.75,era
42.75,-99,era
42.75,-98.25,era
42.75,-97.5,era
42.75,-96.75,era
42.75,-96,era
42.75,-95.25,era
42.75,-94.5,era
42.75,-93.75,era
42.75,-93,era
42.75,-92.25,era
42.75,-91.5,era
42.75,-90.75,era
42.75,-90,era
42.75,-89.25,era
42.75,-88.5,era
42.75,-87.75,era
42.75,-87,era
42.75,-86.25,era
42.75,-85.5,era
42.75,-84.75,era
42.75,-84,era
42.75,-83.25,era
42.75,-82.5,era
42.75,-81.75,era
42.75,-81,era
42.75,-80.25,era
42.75,-79.5,era
42.75,-78.75,era
42.75,-78,era
42.75,-77.25,era
42.75,-76.5,era
42.75,-75.75,era
42.75,-75,era
42.75,-74.25,era
42.75,-73.5,era
42.75,-72.75,era
42.75,-72,era
42.75,-71.25,era
42.75,-70.5,era
42.75,-69.75,era
42.75,-69,era
42.75,-68.25,era
42.75,-67.5,era
42.75,-66.75,era
42.75,-66,era
42.75,-65.25,era
42.75,-64.5,era
42.75,-63.75,era
42.75,-63,era
42.75,-62.25,era
42.75,-61.5,era
42.75,-60.75,era
42.75,-60,era
42.75,-59.25,era
42.75,-58.5,era
43.5,-136.5,era
43.5,-135.75,era
43.5,-135,era
43.5,-134.25,era
43.5,-133.5,era
43.5,-132.75,era
43.5,-132,era
43.5,-131.25,era
43.5,-130.5,era
43.5,-129.75,era
43.5,-129,era
43.5,-128.25,era
43.5,-127.5,era
43.5,-126.75,era
43.5,-126,era
43.5,-125.25,era
43.5,-124.5,era
43.5,-123.75,era
43.5,-123,era
43.5,-122.25,era
43.5,-121.5,era
43.5,-120.75,era
43.5,-120,era
43.5,-119.25,era
43.5,-118.5,era
43.5,-117.75,era
43.5,-117,era
43.5,-116.25,era
43.5,-115.5,era
43.5,-114.75,era
43.5,-114,era
43.5,-113.25,era
43.5,-112.5,era
43.5,-111.75,era
43.5,-111,era
43.5,-110.25,era
43.5,-109.5,era
43.5,-108.75,era
43.5,-108,era
43.5,-107.25,era
43.5,-106.5,era
43.5,-105.75,era
43.5,-105,era
43.5,-104.25,era
43.5,-103.5,era
43.5,-102.75,era
43.5,-102,era
43.5,-101.25,era
43.5,-100.5,era
43.5,-99.75,era
43.5,-99,era
43.5,-98.25,era
43.5,-97.5,era
43.5,-96.75,era
43.5,-96,era
43.5,-95.25,era
43.5,-94.5,era
43.5,-93.75,era
43.5,-93,era
43.5,-92.25,era
43.5,-91.5,era
43.5,-90.75,era
43.5,-90,era
43.5,-89.25,era
43.5,-88.5,era
43.5,-87.75,era
43.5,-87,era
43.5,-86.25,era
43.5,-85.5,era
43.5,-84.75,era
43.5,-84,era
43.5,-83.25,era
43.5,-82.5,era
43.5,-81.75,era
43.5,-81,era
43.5,-80.25,era
43.5,-79.5,era
43.5,-78.75,era
43.5,-78,era
43.5,-77.25,era
43.5,-76.5,era
43.5,-75.75,era
43.5,-75,era
43.5,-74.25,era
43.5,-73.5,era
43.5,-72.75,era
43.5,-72,era
43.5,-71.25,era
43.5,-70.5,era
43.5,-69.75,era
43.5,-69,era
43.5,-68.25,era
43.5,-67.5,era
43.5,-66.75,era
43.5,-66,era
43.5,-65.25,era
43.5,-64.5,era
43.5,-63.75,era
43.5,-63,era
43.5,-62.25,era
43.5,-61.5,era
43.5,-60.75,era
43.5,-60,era
43.5,-59.25,era
43.5,-58.5,era
44.25,-136.5,era
44.25,-135.75,era
44.25,-135,era
44.25,-134.25,era
44.25,-133.5,era
44.25,-132.75,era
44.25,-132,era
44.25,-131.25,era
44.25,-130.5,era
44.25,-129.75,era
44.25,-129,era
44.25,-128.25,era
44.25,-127.5,era
44.25,-126.75,era
44.25,-126,era
44.25,-125.25,era
44.25,-124.5,era
44.25,-123.75,era
44.25,-123,era
44.25,-122.25,era
44.25,-121.5,era
44.25,-120.75,era
44.25,-120,era
44.25,-119.25,era
44.25,-118.5,era
44.25,-117.75,era
44.25,-117,era
44.25,-116.25,era
44.25,-115.5,era
44.25,-114.75,era
44.25,-114,era
44.25,-113.25,era
44.25,-112.5,era
44.25,-111.75,era
44.25,-111,era
44.25,-110.25,era
44.25,-109.5,era
44.25,-108.75,era
44.25,-108,era
44.25,-107.25,era
44.25,-106.5,era
44.25,-105.75,era
44.25,-105,era
44.25,-104.25,era
44.25,-103.5,era
44.25,-102.75,era
44.25,-102,era
44.25,-101.25,era
44.25,-100.5,era
44.25,-99.75,era
44.25,-99,era
44.25,-98.25,era
44.25,-97.5,era
44.25,-96.75,era
44.25,-96,era
44.25,-95.25,era
44.25,-94.5,era
44.25,-93.75,era
44.25,-93,era
44.25,-92.25,era
44.25,-91.5,era
44.25,-90.75,era
44.25,-90,era
44.25,-89.25,era
44.25,-88.5,era
44.25,-87.75,era
44.25,-87,era
44.25,-86.25,era
44.25,-85.5,era
44.25,-84.75,era
44.25,-84,era
44.25,-83.25,era
44.25,-82.5,era
44.25,-81.75,era
44.25,-81,era
44.25,-80.25,era
44.25,-79.5,era
44.25,-78.75,era
44.25,-78,era
44.25,-77.25,era
44.25,-76.5,era
44.25,-75.75,era
44.25,-75,era
44.25,-74.25,era
44.25,-73.5,era
44.25,-72.75,era
44.25,-72,era
44.25,-71.25,era
44.25,-70.5,era
44.25,-69.75,era
44.25,-69,era
44.25,-68.25,era
44.25,-67.5,era
44.25,-66.75,era
44.25,-66,era
44.25,-65.25,era
44.25,-64.5,era
44.25,-63.75,era
44.25,-63,era
44.25,-62.25,era
44.25,-61.5,era
44.25,-60.75,era
44.25,-60,era
44.25,-59.25,era
44.25,-58.5,era
45,-136.5,era
45,-135.75,era
45,-135,era
45,-134.25,era
45,-133.5,era
45,-132.75,era
45,-132,era
45,-131.25,era
45,-130.5,era
45,-129.75,era
45,-129,era
45,-128.25,era
45,-127.5,era
45,-126.75,era
45,-126,era
45,-125.25,era
45,-124.5,era
45,-123.75,era
45,-123,era
45,-122.25,era
45,-121.5,era
45,-120.75,era
45,-120,era
45,-119.25,era
45,-118.5,era
45,-117.75,era
45,-117,era
45,-116.25,era
45,-115.5,era
45,-114.75,era
45,-114,era
45,-113.25,era
45,-112.5,era
45,-111.75,era
45,-111,era
45,-110.25,era
45,-109.5,era
45,-108.75,era
45,-108,era
45,-107.25,era
45,-106.5,era
45,-105.75,era
45,-105,era
45,-104.25,era
45,-103.5,era
45,-102.75,era
45,-102,era
45,-101.25,era
45,-100.5,era
45,-99.75,era
45,-99,era
45,-98.25,era
45,-97.5,era
45,-96.75,era
45,-96,era
45,-95.25,era
45,-94.5,era
45,-93.75,era
45,-93,era
45,-92.25,era
45,-91.5,era
45,-90.75,era
45,-90,era
45,-89.25,era
45,-88.5,era
45,-87.75,era
45,-87,era
45,-86.25,era
45,-85.5,era
45,-84.75,era
45,-84,era
45,-83.25,era
45,-82.5,era
45,-81.75,era
45,-81,era
45,-80.25,era
45,-79.5,era
45,-78.75,era
45,-78,era
45,-77.25,era
45,-76.5,era
45,-75.75,era
45,-75,era
45,-74.25,era
45,-73.5,era
45,-72.75,era
45,-72,era
45,-71.25,era
45,-70.5,era
45,-69.75,era
45,-69,era
45,-68.25,era
45,-67.5,era
45,-66.75,era
45,-66,era
45,-65.25,era
45,-64.5,era
45,-63.75,era
45,-63,era
45,-62.25,era
45,-61.5,era
45,-60.75,era
45,-60,era
45,-59.25,era
45,-58.5,era
45.75,-136.5,era
45.75,-135.75,era
45.75,-135,era
45.75,-134.25,era
45.75,-133.5,era
45.75,-132.75,era
45.75,-132,era
45.75,-131.25,era
45.75,-130.5,era
45.75,-129.75,era
45.75,-129,era
45.75,-128.25,era
45.75,-127.5,era
45.75,-126.75,era
45.75,-126,era
45.75,-125.25,era
45.75,-124.5,era
45.75,-123.75,era
45.75,-123,era
45.75,-122.25,era
45.75,-121.5,era
45.75,-120.75,era
45.75,-120,era
45.75,-119.25,era
45.75,-118.5,era
45.75,-117.75,era
45.75,-117,era
45.75,-116.25,era
45.75,-115.5,era
45.75,-114.75,era
45.75,-114,era
45.75,-113.25,era
45.75,-112.5,era
45.75,-111.75,era
45.75,-111,era
45.75,-110.25,era
45.75,-109.5,era
45.75,-108.75,era
45.75,-108,era
45.75,-107.25,era
45.75,-106.5,era
45.75,-105.75,era
45.75,-105,era
45.75,-104.25,era
45.75,-103.5,era
45.75,-102.75,era
45.75,-102,era
45.75,-101.25,era
45.75,-100.5,era
45.75,-99.75,era
45.75,-99,era
45.75,-98.25,era
45.75,-97.5,era
45.75,-96.75,era
45.75,-96,era
45.75,-95.25,era
45.75,-94.5,era
45.75,-93.75,era
45.75,-93,era
45.75,-92.25,era
45.75,-91.5,era
45.75,-90.75,era
45.75,-90,era
45.75,-89.25,era
45.75,-88.5,era
45.75,-87.75,era
45.75,-87,era
45.75,-86.25,era
45.75,-85.5,era
45.75,-84.75,era
45.75,-84,era
45.75,-83.25,era
45.75,-82.5,era
45.75,-81.75,era
45.75,-81,era
45.75,-80.25,era
45.75,-79.5,era
45.75,-78.75,era
45.75,-78,era
45.75,-77.25,era
45.75,-76.5,era
45.75,-75.75,era
45.75,-75,era
45.75,-74.25,era
45.75,-73.5,era
45.75,-72.75,era
45.75,-72,era
45.75,-71.25,era
45.75,-70.5,era
45.75,-69.75,era
45.75,-69,era
45.75,-68.25,era
45.75,-67.5,era
45.75,-66.75,era
45.75,-66,era
45.75,-65.25,era
45.75,-64.5,era
45.75,-63.75,era
45.75,-63,era
45.75,-62.25,era
45.75,-61.5,era
45.75,-60.75,era
45.75,-60,era
45.75,-59.25,era
45.75,-58.5,era
46.5,-136.5,era
46.5,-135.75,era
46.5,-135,era
46.5,-134.25,era
46.5,-133.5,era
46.5,-132.75,era
46.5,-132,era
46.5,-131.25,era
46.5,-130.5,era
46.5,-129.75,era
46.5,-129,era
46.5,-128.25,era
46.5,-127.5,era
46.5,-126.75,era
46.5,-126,era
46.5,-125.25,era
46.5,-124.5,era
46.5,-123.75,era
46.5,-123,era
46.5,-122.25,era
46.5,-121.5,era
46.5,-120.75,era
46.5,-120,era
46.5,-119.25,era
46.5,-118.5,era
46.5,-117.75,era
46.5,-117,era
46.5,-116.25,era
46.5,-115.5,era
46.5,-114.75,era
46.5,-114,era
46.5,-113.25,era
46.5,-112.5,era
46.5,-111.75,era
46.5,-111,era
46.5,-110.25,era
46.5,-109.5,era
46.5,-108.75,era
46.5,-108,era
46.5,-107.25,era
46.5,-106.5,era
46.5,-105.75,era
46.5,-105,era
46.5,-104.25,era
46.5,-103.5,era
46.5,-102.75,era
46.5,-102,era
46.5,-101.25,era
46.5,-100.5,era
46.5,-99.75,era
46.5,-99,era
46.5,-98.25,era
46.5,-97.5,era
46.5,-96.75,era
46.5,-96,era
46.5,-95.25,era
46.5,-94.5,era
46.5,-93.75,era
46.5,-93,era
46.5,-92.25,era
46.5,-91.5,era
46.5,-90.75,era
46.5,-90,era
46.5,-89.25,era
46.5,-88.5,era
46.5,-87.75,era
46.5,-87,era
46.5,-86.25,era
46.5,-85.5,era
46.5,-84.75,era
46.5,-84,era
46.5,-83.25,era
46.5,-82.5,era
46.5,-81.75,era
46.5,-81,era
46.5,-80.25,era
46.5,-79.5,era
46.5,-78.75,era
46.5,-78,era
46.5,-77.25,era
46.5,-76.5,era
46.5,-75.75,era
46.5,-75,era
46.5,-74.25,era
46.5,-73.5,era
