lat,lon,dataset
27,-124.5,era
27,-123.75,era
27,-123,era
27,-122.25,era
27,-121.5,era
27,-120.75,era
27,-120,era
27,-119.25,era
27,-118.5,era
27,-117.75,era
27,-117,era
27,-116.25,era
27,-115.5,era
27,-114.75,era
27,-114,era
27,-113.25,era
27,-112.5,era
27,-111.75,era
27,-111,era
27,-110.25,era
27,-109.5,era
27,-108.75,era
27,-108,era
27,-107.25,era
27,-106.5,era
27,-105.75,era
27,-105,era
27,-104.25,era
27,-103.5,era
27,-102.75,era
27,-102,era
27,-101.25,era
27,-100.5,era
27,-99.75,era
27,-99,era
27,-98.25,era
27,-97.5,era
27,-96.75,era
27,-96,era
27,-95.25,era
27,-94.5,era
27,-93.75,era
27,-93,era
27,-92.25,era
27,-91.5,era
27,-90.75,era
27,-90,era
27,-89.25,era
27,-88.5,era
27,-87.75,era
27,-87,era
27,-86.25,era
27,-85.5,era
27,-84.75,era
27,-84,era
27,-83.25,era
27,-82.5,era
27,-81.75,era
27,-81,era
27,-80.25,era
27,-79.5,era
27,-78.75,era
27,-78,era
27,-77.25,era
27,-76.5,era
27,-75.75,era
27,-75,era
27,-74.25,era
27,-73.5,era
27,-72.75,era
27,-72,era
27,-71.25,era
27,-70.5,era
27,-69.75,era
27,-69,era
27,-68.25,era
27,-67.5,era
27,-66.75,era
27,-66,era
27,-65.25,era
27,-64.5,era
27,-63.75,era
27,-63,era
27,-62.25,era
27,-61.5,era
27,-60.75,era
27,-60,era
27,-59.25,era
27,-58.5,era
27.75,-136.5,era
27.75,-135.75,era
27.75,-135,era
27.75,-134.25,era
27.75,-133.5,era
27.75,-132.75,era
27.75,-132,era
27.75,-131.25,era
27.75,-130.5,era
27.75,-129.75,era
27.75,-129,era
27.75,-128.25,era
27.75,-127.5,era
27.75,-126.75,era
27.75,-126,era
27.75,-125.25,era
27.75,-124.5,era
27.75,-123.75,era
27.75,-123,era
27.75,-122.25,era
27.75,-121.5,era
27.75,-120.75,era
27.75,-120,era
27.75,-119.25,era
27.75,-118.5,era
27.75,-117.75,era
27.75,-117,era
27.75,-116.25,era
27.75,-115.5,era
27.75,-114.75,era
27.75,-114,era
27.75,-113.25,era
27.75,-112.5,era
27.75,-111.75,era
27.75,-111,era
27.75,-110.25,era
27.75,-109.5,era
27.75,-108.75,era
27.75,-108,era
27.75,-107.25,era
27.75,-106.5,era
27.75,-105.75,era
27.75,-105,era
27.75,-104.25,era
27.75,-103.5,era
27.75,-102.75,era
27.75,-102,era
27.75,-101.25,era
27.75,-100.5,era
27.75,-99.75,era
27.75,-99,era
27.75,-98.25,era
27.75,-97.5,era
27.75,-96.75,era
27.75,-96,era
27.75,-95.25,era
27.75,-94.5,era
27.75,-93.75,era
27.75,-93,era
27.75,-92.25,era
27.75,-91.5,era
27.75,-90.75,era
27.75,-90,era
27.75,-89.25,era
27.75,-88.5,era
27.75,-87.75,era
27.75,-87,era
27.75,-86.25,era
27.75,-85.5,era
27.75,-84.75,era
27.75,-84,era
27.75,-83.25,era
27.75,-82.5,era
27.75,-81.75,era
27.75,-81,era
27.75,-80.25,era
27.75,-79.5,era
27.75,-78.75,era
27.75,-78,era
27.75,-77.25,era
27.75,-76.5,era
27.75,-75.75,era
27.75,-75,era
27.75,-74.25,era
27.75,-73.5,era
27.75,-72.75,era
27.75,-72,era
27.75,-71.25,era
27.75,-70.5,era
27.75,-69.75,era
27.75,-69,era
27.75,-68.25,era
27.75,-67.5,era
27.75,-66.75,era
27.75,-66,era
27.75,-65.25,era
27.75,-64.5,era
27.75,-63.75,era
27.75,-63,era
27.75,-62.25,era
27.75,-61.5,era
27.75,-60.75,era
27.75,-60,era
27.75,-59.25,era
27.75,-58.5,era
28.5,-136.5,era
28.5,-135.75,era
28.5,-135,era
28.5,-134.25,era
28.5,-133.5,era
28.5,-132.75,era
28.5,-132,era
28.5,-131.25,era
28.5,-130.5,era
28.5,-129.75,era
28.5,-129,era
28.5,-128.25,era
28.5,-127.5,era
28.5,-126.75,era
28.5,-126,era
28.5,-125.25,era
28.5,-124.5,era
28.5,-123.75,era
28.5,-123,era
28.5,-122.25,era
28.5,-121.5,era
28.5,-120.75,era
28.5,-120,era
28.5,-119.25,era
28.5,-118.5,era
28.5,-117.75,era
28.5,-117,era
28.5,-116.25,era
28.5,-115.5,era
28.5,-114.75,era
28.5,-114,era
28.5,-113.25,era
28.5,-112.5,era
28.5,-111.75,era
28.5,-111,era
28.5,-110.25,era
28.5,-109.5,era
28.5,-108.75,era
28.5,-108,era
28.5,-107.25,era
28.5,-106.5,era
28.5,-105.75,era
28.5,-105,era
28.5,-104.25,era
28.5,-103.5,era
28.5,-102.75,era
28.5,-102,era
28.5,-101.25,era
28.5,-100.5,era
28.5,-99.75,era
28.5,-99,era
28.5,-98.25,era
28.5,-97.5,era
28.5,-96.75,era
28.5,-96,era
28.5,-95.25,era
28.5,-94.5,era
28.5,-93.75,era
28.5,-93,era
28.5,-92.25,era
28.5,-91.5,era
28.5,-90.75,era
28.5,-90,era
28.5,-89.25,era
28.5,-88.5,era
28.5,-87.75,era
28.5,-87,era
28.5,-86.25,era
28.5,-85.5,era
28.5,-84.75,era
28.5,-84,era
28.5,-83.25,era
28.5,-82.5,era
28.5,-81.75,era
28.5,-81,era
28.5,-80.25,era
28.5,-79.5,era
28.5,-78.75,era
28.5,-78,era
28.5,-77.25,era
28.5,-76.5,era
28.5,-75.75,era
28.5,-75,era
28.5,-74.25,era
28.5,-73.5,era
28.5,-72.75,era
28.5,-72,era
28.5,-71.25,era
28.5,-70.5,era
28.5,-69.75,era
28.5,-69,era
28.5,-68.25,era
28.5,-67.5,era
28.5,-66.75,era
28.5,-66,era
28.5,-65.25,era
28.5,-64.5,era
28.5,-63.75,era
28.5,-63,era
28.5,-62.25,era
28.5,-61.5,era
28.5,-60.75,era
28.5,-60,era
28.5,-59.25,era
28.5,-58.5,era
29.25,-136.5,era
29.25,-135.75,era
29.25,-135,era
29.25,-134.25,era
29.25,-133.5,era
29.25,-132.75,era
29.25,-132,era
29.25,-131.25,era
29.25,-130.5,era
29.25,-129.75,era
29.25,-129,era
29.25,-128.25,era
29.25,-127.5,era
29.25,-126.75,era
29.25,-126,era
29.25,-125.25,era
29.25,-124.5,era
29.25,-123.75,era
29.25,-123,era
29.25,-122.25,era
29.25,-121.5,era
29.25,-120.75,era
29.25,-120,era
29.25,-119.25,era
29.25,-118.5,era
29.25,-117.75,era
29.25,-117,era
29.25,-116.25,era
29.25,-115.5,era
29.25,-114.75,era
29.25,-114,era
29.25,-113.25,era
29.25,-112.5,era
29.25,-111.75,era
29.25,-111,era
29.25,-110.25,era
29.25,-109.5,era
29.25,-108.75,era
29.25,-108,era
29.25,-107.25,era
29.25,-106.5,era
29.25,-105.75,era
29.25,-105,era
29.25,-104.25,era
29.25,-103.5,era
29.25,-102.75,era
29.25,-102,era
29.25,-101.25,era
29.25,-100.5,era
29.25,-99.75,era
29.25,-99,era
29.25,-98.25,era
29.25,-97.5,era
29.25,-96.75,era
29.25,-96,era
29.25,-95.25,era
29.25,-94.5,era
29.25,-93.75,era
29.25,-93,era
29.25,-92.25,era
29.25,-91.5,era
29.25,-90.75,era
29.25,-90,era
29.25,-89.25,era
29.25,-88.5,era
29.25,-87.75,era
29.25,-87,era
29.25,-86.25,era
29.25,-85.5,era
29.25,-84.75,era
29.25,-84,era
29.25,-83.25,era
29.25,-82.5,era
29.25,-81.75,era
29.25,-81,era
29.25,-80.25,era
29.25,-79.5,era
29.25,-78.75,era
29.25,-78,era
29.25,-77.25,era
29.25,-76.5,era
29.25,-75.75,era
29.25,-75,era
29.25,-74.25,era
29.25,-73.5,era
29.25,-72.75,era
29.25,-72,era
29.25,-71.25,era
29.25,-70.5,era
29.25,-69.75,era
29.25,-69,era
29.25,-68.25,era
29.25,-67.5,era
29.25,-66.75,era
29.25,-66,era
29.25,-65.25,era
29.25,-64.5,era
29.25,-63.75,era
29.25,-63,era
29.25,-62.25,era
29.25,-61.5,era
29.25,-60.75,era
29.25,-60,era
29.25,-59.25,era
29.25,-58.5,era
30,-136.5,era
30,-135.75,era
30,-135,era
30,-134.25,era
30,-133.5,era
30,-132.75,era
30,-132,era
30,-131.25,era
30,-130.5,era
30,-129.75,era
30,-129,era
30,-128.25,era
30,-127.5,era
30,-126.75,era
30,-126,era
30,-125.25,era
30,-124.5,era
30,-123.75,era
30,-123,era
30,-122.25,era
30,-121.5,era
30,-120.75,era
30,-120,era
30,-119.25,era
30,-118.5,era
30,-117.75,era
30,-117,era
30,-116.25,era
30,-115.5,era
30,-114.75,era
30,-114,era
30,-113.25,era
30,-112.5,era
30,-111.75,era
30,-111,era
30,-110.25,era
30,-109.5,era
30,-108.75,era
30,-108,era
30,-107.25,era
30,-106.5,era
30,-105.75,era
30,-105,era
30,-104.25,era
30,-103.5,era
30,-102.75,era
30,-102,era
30,-101.25,era
30,-100.5,era
30,-99.75,era
30,-99,era
30,-98.25,era
30,-97.5,era
30,-96.75,era
30,-96,era
30,-95.25,era
30,-94.5,era
30,-93.75,era
30,-93,era
30,-92.25,era
30,-91.5,era
30,-90.75,era
30,-90,era
30,-89.25,era
30,-88.5,era
30,-87.75,era
30,-87,era
30,-86.25,era
30,-85.5,era
30,-84.75,era
30,-84,era
30,-83.25,era
30,-82.5,era
30,-81.75,era
30,-81,era
30,-80.25,era
30,-79.5,era
30,-78.75,era
30,-78,era
30,-77.25,era
30,-76.5,era
30,-75.75,era
30,-75,era
30,-74.25,era
30,-73.5,era
30,-72.75,era
30,-72,era
30,-71.25,era
30,-70.5,era
30,-69.75,era
30,-69,era
30,-68.25,era
30,-67.5,era
30,-66.75,era
30,-66,era
30,-65.25,era
30,-64.5,era
30,-63.75,era
30,-63,era
30,-62.25,era
30,-61.5,era
30,-60.75,era
30,-60,era
30,-59.25,era
30,-58.5,era
30.75,-136.5,era
30.75,-135.75,era
30.75,-135,era
30.75,-134.25,era
30.75,-133.5,era
30.75,-132.75,era
30.75,-132,era
30.75,-131.25,era
30.75,-130.5,era
30.75,-129.75,era
30.75,-129,era
30.75,-128.25,era
30.75,-127.5,era
30.75,-126.75,era
30.75,-126,era
30.75,-125.25,era
30.75,-124.5,era
30.75,-123.75,era
30.75,-123,era
30.75,-122.25,era
30.75,-121.5,era
30.75,-120.75,era
30.75,-120,era
30.75,-119.25,era
30.75,-118.5,era
30.75,-117.75,era
30.75,-117,era
30.75,-116.25,era
30.75,-115.5,era
30.75,-114.75,era
30.75,-114,era
30.75,-113.25,era
30.75,-112.5,era
30.75,-111.75,era
30.75,-111,era
30.75,-110.25,era
30.75,-109.5,era
30.75,-108.75,era
30.75,-108,era
30.75,-107.25,era
30.75,-106.5,era
30.75,-105.75,era
30.75,-105,era
30.75,-104.25,era
30.75,-103.5,era
30.75,-102.75,era
30.75,-102,era
30.75,-101.25,era
30.75,-100.5,era
30.75,-99.75,era
30.75,-99,era
30.75,-98.25,era
30.75,-97.5,era
30.75,-96.75,era
30.75,-96,era
30.75,-95.25,era
30.75,-94.5,era
30.75,-93.75,era
30.75,-93,era
30.75,-92.25,era
30.75,-91.5,era
30.75,-90.75,era
30.75,-90,era
30.75,-89.25,era
30.75,-88.5,era
30.75,-87.75,era
30.75,-87,era
30.75,-86.25,era
30.75,-85.5,era
30.75,-84.75,era
30.75,-84,era
30.75,-83.25,era
30.75,-82.5,era
30.75,-81.75,era
30.75,-81,era
30.75,-80.25,era
30.75,-79.5,era
30.75,-78.75,era
30.75,-78,era
30.75,-77.25,era
30.75,-76.5,era
30.75,-75.75,era
30.75,-75,era
30.75,-74.25,era
30.75,-73.5,era
30.75,-72.75,era
30.75,-72,era
30.75,-71.25,era
30.75,-70.5,era
30.75,-69.75,era
30.75,-69,era
30.75,-68.25,era
30.75,-67.5,era
30.75,-66.75,era
30.75,-66,era
30.75,-65.25,era
30.75,-64.5,era
30.75,-63.75,era
30.75,-63,era
30.75,-62.25,era
30.75,-61.5,era
30.75,-60.75,era
30.75,-60,era
30.75,-59.25,era
30.75,-58.5,era
31.5,-136.5,era
31.5,-135.75,era
31.5,-135,era
31.5,-134.25,era
31.5,-133.5,era
31.5,-132.75,era
31.5,-132,era
31.5,-131.25,era
31.5,-130.5,era
31.5,-129.75,era
31.5,-129,era
31.5,-128.25,era
31.5,-127.5,era
31.5,-126.75,era
31.5,-126,era
31.5,-125.25,era
31.5,-124.5,era
31.5,-123.75,era
31.5,-123,era
31.5,-122.25,era
31.5,-121.5,era
31.5,-120.75,era
31.5,-120,era
31.5,-119.25,era
31.5,-118.5,era
31.5,-117.75,era
31.5,-117,era
31.5,-116.25,era
31.5,-115.5,era
31.5,-114.75,era
31.5,-114,era
31.5,-113.25,era
31.5,-112.5,era
31.5,-111.75,era
31.5,-111,era
31.5,-110.25,era
31.5,-109.5,era
31.5,-108.75,era
31.5,-108,era
31.5,-107.25,era
31.5,-106.5,era
31.5,-105.75,era
31.5,-105,era
31.5,-104.25,era
31.5,-103.5,era
31.5,-102.75,era
31.5,-102,era
31.5,-101.25,era
31.5,-100.5,era
31.5,-99.75,era
31.5,-99,era
31.5,-98.25,era
31.5,-97.5,era
31.5,-96.75,era
31.5,-96,era
31.5,-95.25,era
31.5,-94.5,era
31.5,-93.75,era
31.5,-93,era
31.5,-92.25,era
31.5,-91.5,era
31.5,-90.75,era
31.5,-90,era
31.5,-89.25,era
31.5,-88.5,era
31.5,-87.75,era
31.5,-87,era
31.5,-86.25,era
31.5,-85.5,era
31.5,-84.75,era
31.5,-84,era
31.5,-83.25,era
31.5,-82.5,era
31.5,-81.75,era
31.5,-81,era
31.5,-80.25,era
31.5,-79.5,era
31.5,-78.75,era
31.5,-78,era
31.5,-77.25,era
31.5,-76.5,era
31.5,-75.75,era
31.5,-75,era
31.5,-74.25,era
31.5,-73.5,era
31.5,-72.75,era
31.5,-72,era
31.5,-71.25,era
31.5,-70.5,era
31.5,-69.75,era
31.5,-69,era
31.5,-68.25,era
31.5,-67.5,era
31.5,-66.75,era
31.5,-66,era
31.5,-65.25,era
31.5,-64.5,era
31.5,-63.75,era
31.5,-63,era
31.5,-62.25,era
31.5,-61.5,era
31.5,-60.75,era
31.5,-60,era
31.5,-59.25,era
31.5,-58.5,era
32.25,-136.5,era
32.25,-135.75,era
32.25,-135,era
32.25,-134.25,era
32.25,-133.5,era
32.25,-132.75,era
32.25,-132,era
32.25,-131.25,era
32.25,-130.5,era
32.25,-129.75,era
32.25,-129,era
32.25,-128.25,era
32.25,-127.5,era
32.25,-126.75,era
32.25,-126,era
32.25,-125.25,era
32.25,-124.5,era
32.25,-123.75,era
32.25,-123,era
32.25,-122.25,era
32.25,-121.5,era
32.25,-120.75,era
32.25,-120,era
32.25,-119.25,era
32.25,-118.5,era
32.25,-117.75,era
32.25,-117,era
32.25,-116.25,era
32.25,-115.5,era
32.25,-114.75,era
32.25,-114,era
32.25,-113.25,era
32.25,-112.5,era
32.25,-111.75,era
32.25,-111,era
32.25,-110.25,era
32.25,-109.5,era
32.25,-108.75,era
32.25,-108,era
32.25,-107.25,era
32.25,-106.5,era
32.25,-105.75,era
32.25,-105,era
32.25,-104.25,era
32.25,-103.5,era
32.25,-102.75,era
32.25,-102,era
32.25,-101.25,era
32.25,-100.5,era
32.25,-99.75,era
32.25,-99,era
32.25,-98.25,era
32.25,-97.5,era
32.25,-96.75,era
32.25,-96,era
32.25,-95.25,era
32.25,-94.5,era
32.25,-93.75,era
32.25,-93,era
32.25,-92.25,era
32.25,-91.5,era
32.25,-90.75,era
32.25,-90,era
32.25,-89.25,era
32.25,-88.5,era
32.25,-87.75,era
32.25,-87,era
32.25,-86.25,era
32.25,-85.5,era
32.25,-84.75,era
32.25,-84,era
32.25,-83.25,era
32.25,-82.5,era
32.25,-81.75,era
32.25,-81,era
32.25,-80.25,era
32.25,-79.5,era
32.25,-78.75,era
32.25,-78,era
32.25,-77.25,era
32.25,-76.5,era
32.25,-75.75,era
32.25,-75,era
32.25,-74.25,era
32.25,-73.5,era
32.25,-72.75,era
32.25,-72,era
32.25,-71.25,era
32.25,-70.5,era
32.25,-69.75,era
32.25,-69,era
32.25,-68.25,era
32.25,-67.5,era
32.25,-66.75,era
32.25,-66,era
32.25,-65.25,era
32.25,-64.5,era
32.25,-63.75,era
32.25,-63,era
32.25,-62.25,era
32.25,-61.5,era
32.25,-60.75,era
32.25,-60,era
32.25,-59.25,era
32.25,-58.5,era
33,-136.5,era
33,-135.75,era
33,-135,era
33,-134.25,era
33,-133.5,era
33,-132.75,era
33,-132,era
33,-131.25,era
33,-130.5,era
33,-129.75,era
33,-129,era
33,-128.25,era
33,-127.5,era
33,-126.75,era
33,-126,era
33,-125.25,era
33,-124.5,era
33,-123.75,era
33,-123,era
33,-122.25,era
33,-121.5,era
33,-120.75,era
33,-120,era
33,-119.25,era
33,-118.5,era
33,-117.75,era
33,-117,era
33,-116.25,era
33,-115.5,era
33,-114.75,era
33,-114,era
33,-113.25,era
33,-112.5,era
33,-111.75,era
33,-111,era
33,-110.25,era
33,-109.5,era
33,-108.75,era
33,-108,era
33,-107.25,era
33,-106.5,era
33,-105.75,era
33,-105,era
33,-104.25,era
33,-103.5,era
33,-102.75,era
33,-102,era
33,-101.25,era
33,-100.5,era
33,-99.75,era
33,-99,era
33,-98.25,era
33,-97.5,era
33,-96.75,era
33,-96,era
33,-95.25,era
33,-94.5,era
33,-93.75,era
33,-93,era
33,-92.25,era
33,-91.5,era
33,-90.75,era
33,-90,era
33,-89.25,era
33,-88.5,era
33,-87.75,era
33,-87,era
33,-86.25,era
33,-85.5,era
33,-84.75,era
33,-84,era
33,-83.25,era
33,-82.5,era
33,-81.75,era
33,-81,era
33,-80.25,era
33,-79.5,era
33,-78.75,era
33,-78,era
33,-77.25,era
33,-76.5,era
33,-75.75,era
33,-75,era
33,-74.25,era
33,-73.5,era
33,-72.75,era
33,-72,era
33,-71.25,era
33,-70.5,era
33,-69.75,era
33,-69,era
33,-68.25,era
33,-67.5,era
33,-66.75,era
33,-66,era
33,-65.25,era
33,-64.5,era
33,-63.75,era
33,-63,era
33,-62.25,era
33,-61.5,era
33,-60.75,era
33,-60,era
33,-59.25,era
33,-58.5,era
33.75,-136.5,era
33.75,-135.75,era
33.75,-135,era
33.75,-134.25,era
33.75,-133.5,era
33.75,-132.75,era
33.75,-132,era
33.75,-131.25,era
33.75,-130.5,era
33.75,-129.75,era
33.75,-129,era
33.75,-128.25,era
33.75,-127.5,era
33.75,-126.75,era
33.75,-126,era
33.75,-125.25,era
33.75,-124.5,era
33.75,-123.75,era
33.75,-123,era
33.75,-122.25,era
33.75,-121.5,era
33.75,-120.75,era
33.75,-120,era
33.75,-119.25,era
33.75,-118.5,era
33.75,-117.75,era
33.75,-117,era
33.75,-116.25,era
33.75,-115.5,era
33.75,-114.75,era
33.75,-114,era
33.75,-113.25,era
33.75,-112.5,era
33.75,-111.75,era
33.75,-111,era
33.75,-110.25,era
33.75,-109.5,era
33.75,-108.75,era
33.75,-108,era
33.75,-107.25,era
33.75,-106.5,era
33.75,-105.75,era
33.75,-105,era
33.75,-104.25,era
33.75,-103.5,era
33.75,-102.75,era
33.75,-102,era
33.75,-101.25,era
33.75,-100.5,era
33.75,-99.75,era
33.75,-99,era
33.75,-98.25,era
33.75,-97.5,era
33.75,-96.75,era
33.75,-96,era
33.75,-95.25,era
33.75,-94.5,era
33.75,-93.75,era
33.75,-93,era
33.75,-92.25,era
33.75,-91.5,era
33.75,-90.75,era
33.75,-90,era
33.75,-89.25,era
33.75,-88.5,era
33.75,-87.75,era
33.75,-87,era
33.75,-86.25,era
33.75,-85.5,era
33.75,-84.75,era
33.75,-84,era
33.75,-83.25,era
33.75,-82.5,era
33.75,-81.75,era
33.75,-81,era
33.75,-80.25,era
33.75,-79.5,era
33.75,-78.75,era
33.75,-78,era
33.75,-77.25,era
33.75,-76.5,era
33.75,-75.75,era
33.75,-75,era
33.75,-74.25,era
33.75,-73.5,era
33.75,-72.75,era
33.75,-72,era
33.75,-71.25,era
33.75,-70.5,era
33.75,-69.75,era
33.75,-69,era
33.75,-68.25,era
33.75,-67.5,era
33.75,-66.75,era
33.75,-66,era
33.75,-65.25,era
33.75,-64.5,era
33.75,-63.75,era
33.75,-63,era
33.75,-62.25,era
33.75,-61.5,era
33.75,-60.75,era
33.75,-60,era
33.75,-59.25,era
33.75,-58.5,era
34.5,-136.5,era
34.5,-135.75,era
34.5,-135,era
34.5,-134.25,era
34.5,-133.5,era
34.5,-132.75,era
34.5,-132,era
34.5,-131.25,era
34.5,-130.5,era
34.5,-129.75,era
34.5,-129,era
34.5,-128.25,era
34.5,-127.5,era
34.5,-126.75,era
34.5,-126,era
34.5,-125.25,era
34.5,-124.5,era
34.5,-123.75,era
34.5,-123,era
34.5,-122.25,era
34.5,-121.5,era
34.5,-120.75,era
34.5,-120,era
34.5,-119.25,era
34.5,-118.5,era
34.5,-117.75,era
34.5,-117,era
34.5,-116.25,era
34.5,-115.5,era
34.5,-114.75,era
34.5,-114,era
34.5,-113.25,era
34.5,-112.5,era
34.5,-111.75,era
34.5,-111,era
34.5,-110.25,era
34.5,-109.5,era
34.5,-108.75,era
34.5,-108,era
34.5,-107.25,era
34.5,-106.5,era
34.5,-105.75,era
34.5,-105,era
34.5,-104.25,era
34.5,-103.5,era
34.5,-102.75,era
34.5,-102,era
34.5,-101.25,era
34.5,-100.5,era
34.5,-99.75,era
34.5,-99,era
34.5,-98.25,era
34.5,-97.5,era
34.5,-96.75,era
34.5,-96,era
34.5,-95.25,era
34.5,-94.5,era
34.5,-93.75,era
34.5,-93,era
34.5,-92.25,era
34.5,-91.5,era
34.5,-90.75,era
34.5,-90,era
34.5,-89.25,era
34.5,-88.5,era
34.5,-87.75,era
34.5,-87,era
34.5,-86.25,era
34.5,-85.5,era
34.5,-84.75,era
34.5,-84,era
34.5,-83.25,era
34.5,-82.5,era
34.5,-81.75,era
34.5,-81,era
34.5,-80.25,era
34.5,-79.5,era
34.5,-78.75,era
34.5,-78,era
34.5,-77.25,era
34.5,-76.5,era
34.5,-75.75,era
34.5,-75,era
34.5,-74.25,era
34.5,-73.5,era
34.5,-72.75,era
34.5,-72,era
34.5,-71.25,era
34.5,-70.5,era
34.5,-69.75,era
34.5,-69,era
34.5,-68.25,era
34.5,-67.5,era
34.5,-66.75,era
34.5,-66,era
34.5,-65.25,era
34.5,-64.5,era
34.5,-63.75,era
34.5,-63,era
34.5,-62.25,era
34.5,-61.5,era
34.5,-60.75,era
34.5,-60,era
34.5,-59.25,era
34.5,-58.5,era
35.25,-136.5,era
35.25,-135.75,era
35.25,-135,era
35.25,-134.25,era
35.25,-133.5,era
35.25,-132.75,era
35.25,-132,era
35.25,-131.25,era
35.25,-130.5,era
35.25,-129.75,era
35.25,-129,era
35.25,-128.25,era
35.25,-127.5,era
35.25,-126.75,era
35.25,-126,era
35.25,-125.25,era
35.25,-124.5,era
35.25,-123.75,era
35.25,-123,era
35.25,-122.25,era
35.25,-121.5,era
35.25,-120.75,era
35.25,-120,era
35.25,-119.25,era
35.25,-118.5,era
35.25,-117.75,era
35.25,-117,era
35.25,-116.25,era
35.25,-115.5,era
35.25,-114.75,era
35.25,-114,era
35.25,-113.25,era
35.25,-112.5,era
35.25,-111.75,era
35.25,-111,era
35.25,-110.25,era
35.25,-109.5,era
35.25,-108.75,era
35.25,-108,era
35.25,-107.25,era
35.25,-106.5,era
35.25,-105.75,era
35.25,-105,era
35.25,-104.25,era
35.25,-103.5,era
35.25,-102.75,era
35.25,-102,era
35.25,-101.25,era
35.25,-100.5,era
35.25,-99.75,era
35.25,-99,era
35.25,-98.25,era
35.25,-97.5,era
35.25,-96.75,era
35.25,-96,era
35.25,-95.25,era
35.25,-94.5,era
35.25,-93.75,era
35.25,-93,era
35.25,-92.25,era
35.25,-91.5,era
35.25,-90.75,era
35.25,-90,era
35.25,-89.25,era
35.25,-88.5,era
35.25,-87.75,era
35.25,-87,era
35.25,-86.25,era
35.25,-85.5,era
35.25,-84.75,era
35.25,-84,era
35.25,-83.25,era
35.25,-82.5,era
35.25,-81.75,era
35.25,-81,era
35.25,-80.25,era
35.25,-79.5,era
35.25,-78.75,era
35.25,-78,era
35.25,-77.25,era
35.25,-76.5,era
35.25,-75.75,era
35.25,-75,era
35.25,-74.25,era
35.25,-73.5,era
35.25,-72.75,era
35.25,-72,era
35.25,-71.25,era
35.25,-70.5,era
35.25,-69.75,era
35.25,-69,era
35.25,-68.25,era
35.25,-67.5,era
35.25,-66.75,era
35.25,-66,era
35.25,-65.25,era
35.25,-64.5,era
35.25,-63.75,era
35.25,-63,era
35.25,-62.25,era
35.25,-61.5,era
35.25,-60.75,era
35.25,-60,era
35.25,-59.25,era
35.25,-58.5,era
36,-136.5,era
36,-135.75,era
36,-135,era
36,-134.25,era
36,-133.5,era
36,-132.75,era
36,-132,era
36,-131.25,era
36,-130.5,era
36,-129.75,era
36,-129,era
36,-128.25,era
36,-127.5,era
36,-126.75,era
36,-126,era
36,-125.25,era
36,-124.5,era
36,-123.75,era
36,-123,era
36,-122.25,era
36,-121.5,era
36,-120.75,era
36,-120,era
36,-119.25,era
36,-118.5,era
36,-117.75,era
36,-117,era
36,-116.25,era
36,-115.5,era
36,-114.75,era
36,-114,era
36,-113.25,era
36,-112.5,era
36,-111.75,era
36,-111,era
36,-110.25,era
36,-109.5,era
36,-108.75,era
36,-108,era
36,-107.25,era
36,-106.5,era
36,-105.75,era
36,-105,era
36,-104.25,era
36,-103.5,era
36,-102.75,era
36,-102,era
36,-101.25,era
36,-100.5,era
36,-99.75,era
36,-99,era
36,-98.25,era
36,-97.5,era
36,-96.75,era
36,-96,era
36,-95.25,era
36,-94.5,era
36,-93.75,era
36,-93,era
36,-92.25,era
36,-91.5,era
36,-90.75,era
36,-90,era
36,-89.25,era
36,-88.5,era
36,-87.75,era
36,-87,era
36,-86.25,era
36,-85.5,era
36,-84.75,era
36,-84,era
36,-83.25,era
36,-82.5,era
36,-81.75,era
36,-81,era
36,-80.25,era
36,-79.5,era
36,-78.75,era
36,-78,era
36,-77.25,era
36,-76.5,era
36,-75.75,era
36,-75,era
36,-74.25,era
36,-73.5,era
36,-72.75,era
36,-72,era
36,-71.25,era
36,-70.5,era
36,-69.75,era
36,-69,era
36,-68.25,era
36,-67.5,era
36,-66.75,era
36,-66,era
36,-65.25,era
36,-64.5,era
36,-63.75,era
36,-63,era
36,-62.25,era
36,-61.5,era
36,-60.75,era
36,-60,era
36,-59.25,era
36,-58.5,era
36.75,-136.5,era
36.75,-135.75,era
36.75,-135,era
36.75,-134.25,era
36.75,-133.5,era
36.75,-132.75,era
36.75,-132,era
36.75,-131.25,era
36.75,-130.5,era
36.75,-129.75,era
36.75,-129,era
36.75,-128.25,era
36.75,-127.5,era
36.75,-126.75,era
36.75,-126,era
36.75,-125.25,era
36.75,-124.5,era
36.75,-123.75,era
36.75,-123,era
36.75,-122.25,era
36.75,-121.5,era
36.75,-120.75,era
36.75,-120,era
36.75,-119.25,era
36.75,-118.5,era
36.75,-117.75,era
36.75,-117,era
36.75,-116.25,era
36.75,-115.5,era
36.75,-114.75,era
36.75,-114,era
36.75,-113.25,era
36.75,-112.5,era
36.75,-111.75,era
36.75,-111,era
36.75,-110.25,era
36.75,-109.5,era
36.75,-108.75,era
36.75,-108,era
36.75,-107.25,era
36.75,-106.5,era
36.75,-105.75,era
36.75,-105,era
36.75,-104.25,era
36.75,-103.5,era
36.75,-102.75,era
36.75,-102,era
36.75,-101.25,era
36.75,-100.5,era
36.75,-99.75,era
36.75,-99,era
36.75,-98.25,era
36.75,-97.5,era
36.75,-96.75,era
36.75,-96,era
36.75,-95.25,era
36.75,-94.5,era
36.75,-93.75,era
36.75,-93,era
